日期,隊伍,總分
20230531,Rangers vs Tigers,5
20230531,Angels vs White Sox,17
20230531,Rays vs Cubs,7
20230531,Guardians vs Orioles,20
20230531,Braves vs Athletics,6
20230531,Pirates vs Giants,13
20230531,Nationals vs Dodgers,16
20230531,Padres vs Marlins,3
20230531,Brewers vs Blue Jays,6
20230531,Reds vs Red Sox,9
20230531,Phillies vs Mets,5
20230531,Twins vs Astros,10
20230531,Rockies vs Diamondbacks,6
20230531,Yankees vs Mariners,1
20230601,Brewers vs Blue Jays,4
20230601,Phillies vs Mets,6
20230601,Padres vs Marlins,11
20230601,Rockies vs Diamondbacks,9
20230601,Reds vs Red Sox,10
20230601,Guardians vs Twins,13
20230601,Angels vs Astros,7
20230602,Brewers vs Reds,9
20230602,Athletics vs Marlins,4
20230602,Phillies vs Nationals,15
20230602,Cardinals vs Pirates,12
20230602,Blue Jays vs Mets,3
20230602,Mariners vs Rangers,2
20230602,Angels vs Astros,8
20230602,Guardians vs Twins,1
20230602,Rockies vs Royals,9
20230602,Tigers vs White Sox,3
20230602,Braves vs Diamondbacks,5
20230602,Cubs vs Padres,3
20230602,Yankees vs Dodgers,12
20230602,Orioles vs Giants,5
20230603,Rays vs Red Sox,13
20230603,Tigers vs White Sox,3
20230603,Phillies vs Nationals,6
20230603,Mariners vs Rangers,22
20230603,Cardinals vs Pirates,7
20230603,Angels vs Astros,15
20230603,Rockies vs Royals,10
20230603,Brewers vs Reds,18
20230603,Athletics vs Marlins,13
20230603,Blue Jays vs Mets,3
20230603,Rays vs Red Sox,6
20230603,Guardians vs Twins,6
20230603,Yankees vs Dodgers,9
20230603,Orioles vs Giants,4
20230603,Braves vs Diamondbacks,7
20230603,Cubs vs Padres,6
20230604,Cardinals vs Pirates,3
20230604,Phillies vs Nationals,14
20230604,Rays vs Red Sox,8
20230604,Brewers vs Reds,6
20230604,Athletics vs Marlins,12
20230604,Blue Jays vs Mets,10
20230604,Angels vs Astros,3
20230604,Guardians vs Twins,3
20230604,Rockies vs Royals,2
20230604,Tigers vs White Sox,8
20230604,Mariners vs Rangers,15
20230604,Orioles vs Giants,11
20230604,Braves vs Diamondbacks,13
20230604,Cubs vs Padres,8
20230604,Yankees vs Dodgers,5
20230605,Rays vs Red Sox,5
20230605,Tigers vs Phillies,11
20230605,Royals vs Marlins,15
20230605,Athletics vs Pirates,9
20230605,Astros vs Blue Jays,15
20230605,Brewers vs Reds,2
20230605,Cardinals vs Rangers,7
20230605,Cubs vs Padres,5
20230606,Tigers vs Phillies,1
20230606,Royals vs Marlins,7
20230606,Twins vs Rays,7
20230606,Diamondbacks vs Nationals,15
20230606,White Sox vs Yankees,5
20230606,Athletics vs Pirates,13
20230606,Astros vs Blue Jays,6
20230606,Red Sox vs Guardians,9
20230606,Dodgers vs Reds,17
20230606,Mets vs Braves,10
20230606,Orioles vs Brewers,7
20230606,Cardinals vs Rangers,10
20230606,Giants vs Rockies,14
20230606,Cubs vs Angels,11
20230606,Mariners vs Padres,5
20230607,Athletics vs Pirates,14
20230607,Mariners vs Padres,13
20230607,Royals vs Marlins,7
20230607,Twins vs Rays,3
20230607,Diamondbacks vs Nationals,8
20230607,Astros vs Blue Jays,5
20230607,Red Sox vs Guardians,7
20230607,Dodgers vs Reds,14
20230607,Mets vs Braves,12
20230607,Orioles vs Brewers,12
20230607,Cardinals vs Rangers,1
20230607,Giants vs Rockies,9
20230607,Cubs vs Angels,8
20230608,Dodgers vs Reds,6
20230608,Twins vs Rays,6
20230608,Orioles vs Brewers,9
20230608,Giants vs Rockies,10
20230608,White Sox vs Yankees,11
20230608,Tigers vs Phillies,5
20230608,Astros vs Blue Jays,5
20230608,Red Sox vs Guardians,13
20230608,Mets vs Braves,23
20230608,White Sox vs Yankees,3
20230608,Cubs vs Angels,4
20230609,Diamondbacks vs Tigers,17
20230609,Rangers vs Rays,11
20230609,Red Sox vs Yankees,5
20230609,Royals vs Orioles,5
20230609,Dodgers vs Phillies,9
20230609,Mets vs Pirates,21
20230609,Twins vs Blue Jays,5
20230609,Astros vs Guardians,19
20230609,Nationals vs Braves,5
20230609,Marlins vs White Sox,3
20230609,Athletics vs Brewers,7
20230609,Reds vs Cardinals,11
20230609,Padres vs Rockies,15
20230609,Mariners vs Angels,9
20230609,Cubs vs Giants,5
20230610,Diamondbacks vs Tigers,5
20230610,Marlins vs White Sox,6
20230610,Reds vs Cardinals,12
20230610,Twins vs Blue Jays,13
20230610,Padres vs Rockies,5
20230610,Royals vs Orioles,7
20230610,Dodgers vs Phillies,9
20230610,Mets vs Pirates,6
20230610,Athletics vs Brewers,3
20230610,Rangers vs Rays,12
20230610,Nationals vs Braves,10
20230610,Astros vs Guardians,10
20230610,Red Sox vs Yankees,4
20230610,Cubs vs Giants,4
20230610,Mariners vs Angels,8
20230611,Diamondbacks vs Tigers,12
20230611,Astros vs Guardians,5
20230611,Royals vs Orioles,14
20230611,Dodgers vs Phillies,10
20230611,Nationals vs Braves,8
20230611,Mets vs Pirates,3
20230611,Twins vs Blue Jays,13
20230611,Rangers vs Rays,10
20230611,Marlins vs White Sox,11
20230611,Athletics vs Brewers,14
20230611,Reds vs Cardinals,7
20230611,Padres vs Rockies,9
20230611,Cubs vs Giants,16
20230611,Mariners vs Angels,13
20230611,Red Sox vs Yankees,5
20230612,Braves vs Tigers,11
20230612,Rockies vs Red Sox,7
20230612,Giants vs Cardinals,7
20230612,Angels vs Rangers,15
20230612,Reds vs Royals,9
20230612,Marlins vs Mariners,9
20230612,Phillies vs Diamondbacks,17
20230612,Rays vs Athletics,7
20230613,Blue Jays vs Orioles,17
20230613,Rockies vs Red Sox,13
20230613,Yankees vs Mets,13
20230613,Brewers vs Twins,12
20230613,Giants vs Cardinals,14
20230613,Angels vs Rangers,10
20230613,Pirates vs Cubs,14
20230613,Reds vs Royals,9
20230613,Nationals vs Astros,7
20230613,Marlins vs Mariners,12
20230613,Phillies vs Diamondbacks,18
20230613,Rays vs Athletics,3
20230613,Guardians vs Padres,9
20230613,White Sox vs Dodgers,6
20230614,Braves vs Tigers,17
20230614,Brewers vs Twins,6
20230614,Giants vs Cardinals,13
20230614,Braves vs Tigers,11
20230614,Yankees vs Mets,7
20230614,Blue Jays vs Orioles,4
20230614,Rockies vs Red Sox,9
20230614,Angels vs Rangers,9
20230614,Pirates vs Cubs,16
20230614,Reds vs Royals,11
20230614,Nationals vs Astros,9
20230614,Marlins vs Mariners,5
20230614,Phillies vs Diamondbacks,7
20230614,Rays vs Athletics,9
20230614,Guardians vs Padres,5
20230614,White Sox vs Dodgers,12
20230615,Blue Jays vs Orioles,6
20230615,Rays vs Athletics,7
20230615,Phillies vs Diamondbacks,9
20230615,Tigers vs Twins,12
20230615,Rockies vs Braves,11
20230615,Angels vs Rangers,8
20230615,Pirates vs Cubs,9
20230615,Nationals vs Astros,5
20230615,Guardians vs Padres,14
20230615,White Sox vs Dodgers,9
20230616,Orioles vs Cubs,13
20230616,Marlins vs Nationals,11
20230616,Yankees vs Red Sox,20
20230616,Cardinals vs Mets,7
20230616,Rockies vs Braves,9
20230616,Blue Jays vs Rangers,3
20230616,Angels vs Royals,3
20230616,Reds vs Astros,3
20230616,Tigers vs Twins,8
20230616,Pirates vs Brewers,9
20230616,Guardians vs Diamondbacks,6
20230616,Phillies vs Athletics,7
20230616,Rays vs Padres,8
20230616,White Sox vs Mariners,5
20230616,Giants vs Dodgers,12
20230617,Tigers vs Twins,2
20230617,Orioles vs Cubs,5
20230617,Marlins vs Nationals,7
20230617,Blue Jays vs Rangers,6
20230617,Phillies vs Athletics,5
20230617,Angels vs Royals,19
20230617,White Sox vs Mariners,7
20230617,Reds vs Astros,13
20230617,Rockies vs Braves,12
20230617,Pirates vs Brewers,5
20230617,Cardinals vs Mets,8
20230617,Rays vs Padres,2
20230617,Giants vs Dodgers,15
20230617,Guardians vs Diamondbacks,9
20230618,Orioles vs Cubs,9
20230618,Rockies vs Braves,20
20230618,Marlins vs Nationals,6
20230618,Yankees vs Red Sox,8
20230618,Cardinals vs Mets,15
20230618,Angels vs Royals,7
20230618,Reds vs Astros,16
20230618,Tigers vs Twins,10
20230618,Pirates vs Brewers,7
20230618,Blue Jays vs Rangers,18
20230618,Phillies vs Athletics,5
20230618,White Sox vs Mariners,6
20230618,Guardians vs Diamondbacks,15
20230618,Giants vs Dodgers,10
20230618,Rays vs Padres,9
20230618,Yankees vs Red Sox,5
20230619,Cardinals vs Nationals,14
20230619,Royals vs Tigers,10
20230619,Blue Jays vs Marlins,11
20230619,Cubs vs Pirates,8
20230619,Rockies vs Reds,9
20230619,Red Sox vs Twins,12
20230619,Diamondbacks vs Brewers,10
20230619,Mets vs Astros,12
20230619,Rangers vs White Sox,7
20230619,Padres vs Giants,11
20230620,Braves vs Phillies,6
20230620,Orioles vs Rays,14
20230620,Royals vs Tigers,1
20230620,Blue Jays vs Marlins,2
20230620,Mariners vs Yankees,4
20230620,Cardinals vs Nationals,12
20230620,Cubs vs Pirates,4
20230620,Rockies vs Reds,14
20230620,Athletics vs Guardians,5
20230620,Red Sox vs Twins,14
20230620,Diamondbacks vs Brewers,12
20230620,Mets vs Astros,6
20230620,Rangers vs White Sox,13
20230620,Padres vs Giants,7
20230620,Dodgers vs Angels,2
20230621,Orioles vs Rays,9
20230621,Blue Jays vs Marlins,9
20230621,Rockies vs Reds,8
20230621,Cubs vs Pirates,11
20230621,Royals vs Tigers,13
20230621,Diamondbacks vs Brewers,6
20230621,Mets vs Astros,18
20230621,Cardinals vs Nationals,3
20230621,Mariners vs Yankees,6
20230621,Athletics vs Guardians,13
20230621,Red Sox vs Twins,9
20230621,Rangers vs White Sox,9
20230621,Dodgers vs Angels,2
20230621,Padres vs Giants,6
20230622,Braves vs Phillies,6
20230622,Diamondbacks vs Nationals,8
20230622,Red Sox vs Twins,6
20230622,Athletics vs Guardians,7
20230622,Padres vs Giants,10
20230622,Royals vs Rays,11
20230622,Pirates vs Marlins,10
20230622,Mariners vs Yankees,12
20230623,Braves vs Reds,21
20230623,Royals vs Rays,14
20230623,Twins vs Tigers,5
20230623,Pirates vs Marlins,4
20230623,Mets vs Phillies,6
20230623,Mariners vs Orioles,14
20230623,Rangers vs Yankees,6
20230623,Athletics vs Blue Jays,9
20230623,Brewers vs Guardians,8
20230623,Red Sox vs White Sox,4
20230623,Angels vs Rockies,11
20230623,Nationals vs Padres,16
20230623,Astros vs Dodgers,5
20230623,Diamondbacks vs Giants,13
20230624,Cubs vs Cardinals,10
20230624,Diamondbacks vs Giants,13
20230624,Mets vs Phillies,6
20230624,Mariners vs Orioles,10
20230624,Rangers vs Yankees,1
20230624,Athletics vs Blue Jays,10
20230624,Braves vs Reds,13
20230624,Red Sox vs White Sox,9
20230624,Royals vs Rays,13
20230624,Brewers vs Guardians,6
20230624,Pirates vs Marlins,7
20230624,Astros vs Dodgers,15
20230624,Twins vs Tigers,5
20230624,Nationals vs Padres,2
20230624,Angels vs Rockies,26
20230625,Cubs vs Cardinals,12
20230625,Twins vs Tigers,9
20230625,Mets vs Phillies,13
20230625,Mariners vs Orioles,5
20230625,Rangers vs Yankees,8
20230625,Athletics vs Blue Jays,13
20230625,Braves vs Reds,13
20230625,Royals vs Rays,4
20230625,Brewers vs Guardians,9
20230625,Pirates vs Marlins,2
20230625,Red Sox vs White Sox,5
20230625,Angels vs Rockies,7
20230625,Diamondbacks vs Giants,7
20230625,Nationals vs Padres,11
20230625,Astros vs Dodgers,11
20230626,Reds vs Orioles,13
20230626,Brewers vs Mets,3
20230626,Twins vs Braves,5
20230626,Tigers vs Rangers,9
20230626,White Sox vs Angels,3
20230626,Nationals vs Mariners,12
20230627,Reds vs Orioles,4
20230627,Padres vs Pirates,13
20230627,Giants vs Blue Jays,3
20230627,Marlins vs Red Sox,11
20230627,Brewers vs Mets,9
20230627,Twins vs Braves,8
20230627,Astros vs Cardinals,6
20230627,Tigers vs Rangers,11
20230627,Phillies vs Cubs,6
20230627,Guardians vs Royals,3
20230627,Dodgers vs Rockies,5
20230627,White Sox vs Angels,6
20230627,Yankees vs Athletics,3
20230627,Rays vs Diamondbacks,12
20230627,Nationals vs Mariners,11
20230628,Twins vs Braves,3
20230628,Nationals vs Mariners,5
20230628,Reds vs Orioles,18
20230628,Padres vs Pirates,8
20230628,Giants vs Blue Jays,7
20230628,Marlins vs Red Sox,8
20230628,Brewers vs Mets,7
20230628,Astros vs Cardinals,17
20230628,Tigers vs Rangers,12
20230628,Phillies vs Cubs,13
20230628,Guardians vs Royals,15
20230628,Dodgers vs Rockies,17
20230628,White Sox vs Angels,16
20230628,Yankees vs Athletics,11
20230628,Rays vs Diamondbacks,5
20230629,Padres vs Pirates,9
20230629,Tigers vs Rangers,13
20230629,Guardians vs Royals,7
20230629,Yankees vs Athletics,14
20230629,Rays vs Diamondbacks,7
20230629,White Sox vs Angels,16
20230629,Marlins vs Red Sox,2
20230629,Giants vs Blue Jays,3
20230629,Brewers vs Mets,5
20230629,Astros vs Cardinals,14
20230629,Phillies vs Cubs,4
20230629,Dodgers vs Rockies,17
20230630,Guardians vs Cubs,11
20230630,Padres vs Reds,12
20230630,Nationals vs Phillies,3
20230630,Twins vs Orioles,9
20230630,Brewers vs Pirates,15
20230630,Red Sox vs Blue Jays,5
20230630,Giants vs Mets,9
20230630,Marlins vs Braves,20
20230630,Astros vs Rangers,8
20230630,Dodgers vs Royals,12
20230630,Tigers vs Rockies,13
20230630,Diamondbacks vs Angels,8
20230630,White Sox vs Athletics,11
20230630,Rays vs Mariners,19
20230701,Padres vs Reds,17
20230701,Yankees vs Cardinals,15
20230701,Red Sox vs Blue Jays,13
20230701,Astros vs Rangers,7
20230701,Twins vs Orioles,1
20230701,Nationals vs Phillies,23
20230701,Brewers vs Pirates,19
20230701,White Sox vs Athletics,13
20230701,Marlins vs Braves,7
20230701,Giants vs Mets,5
20230701,Guardians vs Cubs,6
20230701,Dodgers vs Royals,10
20230701,Rays vs Mariners,11
20230701,Yankees vs Cardinals,8
20230701,Tigers vs Rockies,6
20230701,Diamondbacks vs Angels,4
20230702,Twins vs Orioles,3
20230702,Marlins vs Braves,9
20230702,Nationals vs Phillies,9
20230702,Brewers vs Pirates,9
20230702,Red Sox vs Blue Jays,9
20230702,Padres vs Reds,7
20230702,Dodgers vs Royals,10
20230702,Yankees vs Cardinals,6
20230702,Astros vs Rangers,8
20230702,Tigers vs Rockies,23
20230702,Diamondbacks vs Angels,7
20230702,White Sox vs Athletics,15
20230702,Rays vs Mariners,13
20230702,Guardians vs Cubs,14
20230702,Giants vs Mets,12
20230703,Astros vs Rangers,23
20230703,Cubs vs Brewers,14
20230703,Reds vs Nationals,5
20230703,Cardinals vs Marlins,9
20230703,Orioles vs Yankees,9
20230703,Braves vs Guardians,6
20230703,Royals vs Twins,12
20230703,Angels vs Padres,13
20230703,Mariners vs Giants,11
20230703,Pirates vs Dodgers,7
20230704,Reds vs Nationals,12
20230704,Orioles vs Yankees,12
20230704,Cardinals vs Marlins,17
20230704,Rangers vs Red Sox,8
20230704,Royals vs Twins,12
20230704,Cubs vs Brewers,13
20230704,Rockies vs Astros,5
20230704,Mets vs Diamondbacks,13
20230704,Phillies vs Rays,4
20230704,Mariners vs Giants,6
20230704,Athletics vs Tigers,1
20230704,Angels vs Padres,13
20230704,Braves vs Guardians,11
20230704,Blue Jays vs White Sox,7
20230704,Pirates vs Dodgers,16
20230705,Rockies vs Astros,10
20230705,Athletics vs Tigers,15
20230705,Phillies vs Rays,12
20230705,Cardinals vs Marlins,19
20230705,Orioles vs Yankees,9
20230705,Reds vs Nationals,11
20230705,Braves vs Guardians,9
20230705,Rangers vs Red Sox,6
20230705,Royals vs Twins,5
20230705,Cubs vs Brewers,7
20230705,Angels vs Padres,8
20230705,Mariners vs Giants,2
20230705,Mets vs Diamondbacks,3
20230705,Pirates vs Dodgers,10
20230706,Reds vs Nationals,9
20230706,Athletics vs Tigers,9
20230706,Cubs vs Brewers,11
20230706,Blue Jays vs White Sox,8
20230706,Phillies vs Rays,4
20230706,Cardinals vs Marlins,3
20230706,Orioles vs Yankees,15
20230706,Royals vs Guardians,7
20230706,Rangers vs Red Sox,16
20230706,Mariners vs Astros,6
20230706,Blue Jays vs White Sox,9
20230706,Mets vs Diamondbacks,9
20230706,Pirates vs Dodgers,7
20230707,Braves vs Rays,3
20230707,Phillies vs Marlins,7
20230707,Blue Jays vs Tigers,14
20230707,Cubs vs Yankees,3
20230707,Rangers vs Nationals,9
20230707,Royals vs Guardians,3
20230707,Athletics vs Red Sox,10
20230707,Orioles vs Twins,4
20230707,Reds vs Brewers,10
20230707,Mariners vs Astros,11
20230707,Cardinals vs White Sox,15
20230707,Pirates vs Diamondbacks,10
20230707,Mets vs Padres,12
20230707,Angels vs Dodgers,15
20230707,Rockies vs Giants,7
20230708,Cubs vs Yankees,9
20230708,Blue Jays vs Tigers,2
20230708,Orioles vs Twins,8
20230708,Cardinals vs White Sox,3
20230708,Rockies vs Giants,8
20230708,Rangers vs Nationals,11
20230708,Reds vs Brewers,13
20230708,Royals vs Guardians,16
20230708,Athletics vs Red Sox,13
20230708,Phillies vs Marlins,8
20230708,Pirates vs Diamondbacks,5
20230708,Braves vs Rays,7
20230708,Mariners vs Astros,5
20230708,Angels vs Dodgers,15
20230708,Mets vs Padres,4
20230709,Rangers vs Nationals,9
20230709,Cubs vs Yankees,11
20230709,Athletics vs Red Sox,7
20230709,Braves vs Rays,14
20230709,Royals vs Guardians,5
20230709,Phillies vs Marlins,10
20230709,Blue Jays vs Tigers,7
20230709,Orioles vs Twins,17
20230709,Reds vs Brewers,1
20230709,Mariners vs Astros,4
20230709,Cardinals vs White Sox,7
20230709,Rockies vs Giants,1
20230709,Pirates vs Diamondbacks,6
20230709,Mets vs Padres,8
20230711,National vs American,5
20230714,Padres vs Phillies,11
20230714,Marlins vs Orioles,7
20230714,Giants vs Pirates,10
20230714,Diamondbacks vs Blue Jays,9
20230714,Dodgers vs Mets,6
20230714,Brewers vs Reds,1
20230714,White Sox vs Braves,9
20230714,Red Sox vs Cubs,11
20230714,Guardians vs Rangers,16
20230714,Nationals vs Cardinals,12
20230714,Yankees vs Rockies,9
20230714,Astros vs Angels,12
20230714,Twins vs Athletics,9
20230714,Tigers vs Mariners,9
20230715,Nationals vs Cardinals,12
20230715,Padres vs Phillies,10
20230715,Rays vs Royals,7
20230715,Red Sox vs Cubs,14
20230715,Diamondbacks vs Blue Jays,7
20230715,Guardians vs Rangers,2
20230715,Marlins vs Orioles,11
20230715,Padres vs Phillies,13
20230715,Giants vs Pirates,4
20230715,Twins vs Athletics,17
20230715,Brewers vs Reds,3
20230715,Rays vs Royals,6
20230715,White Sox vs Braves,11
20230715,Dodgers vs Mets,6
20230715,Nationals vs Cardinals,15
20230715,Yankees vs Rockies,9
20230715,Astros vs Angels,25
20230715,Tigers vs Mariners,6
20230716,Giants vs Pirates,12
20230716,White Sox vs Braves,9
20230716,Marlins vs Orioles,9
20230716,Padres vs Phillies,13
20230716,Diamondbacks vs Blue Jays,12
20230716,Brewers vs Reds,7
20230716,Rays vs Royals,12
20230716,Nationals vs Cardinals,12
20230716,Red Sox vs Cubs,16
20230716,Guardians vs Rangers,11
20230716,Yankees vs Rockies,15
20230716,Twins vs Athletics,9
20230716,Tigers vs Mariners,2
20230716,Dodgers vs Mets,3
20230716,Astros vs Angels,17
20230717,Dodgers vs Orioles,10
20230717,Guardians vs Pirates,11
20230717,Giants vs Reds,6
20230717,Marlins vs Cardinals,10
20230717,Rays vs Rangers,5
20230717,Nationals vs Cubs,12
20230717,Tigers vs Royals,5
20230717,Yankees vs Angels,7
20230717,Red Sox vs Athletics,7
20230717,Twins vs Mariners,13
20230718,Giants vs Reds,6
20230718,Brewers vs Phillies,7
20230718,Dodgers vs Orioles,13
20230718,Guardians vs Pirates,11
20230718,Padres vs Blue Jays,10
20230718,White Sox vs Mets,21
20230718,Diamondbacks vs Braves,29
20230718,Giants vs Reds,21
20230718,Marlins vs Cardinals,7
20230718,Rays vs Rangers,8
20230718,Nationals vs Cubs,20
20230718,Tigers vs Royals,21
20230718,Astros vs Rockies,7
20230718,Yankees vs Angels,6
20230718,Red Sox vs Athletics,3
20230718,Twins vs Mariners,13
20230719,Guardians vs Pirates,12
20230719,Dodgers vs Orioles,13
20230719,Rays vs Rangers,6
20230719,Marlins vs Cardinals,10
20230719,Astros vs Rockies,5
20230719,Red Sox vs Athletics,11
20230719,Brewers vs Phillies,8
20230719,Yankees vs Angels,10
20230719,Padres vs Blue Jays,2
20230719,White Sox vs Mets,6
20230719,Giants vs Reds,5
20230719,Diamondbacks vs Braves,8
20230719,Nationals vs Cubs,11
20230719,Tigers vs Royals,5
20230719,Twins vs Mariners,9
20230720,Diamondbacks vs Braves,12
20230720,Brewers vs Phillies,4
20230720,Giants vs Reds,6
20230720,Padres vs Blue Jays,4
20230720,White Sox vs Mets,8
20230720,Tigers vs Royals,3
20230720,Twins vs Mariners,5
20230720,Orioles vs Rays,7
20230720,Cardinals vs Cubs,9
20230720,Astros vs Athletics,4
20230721,Cardinals vs Cubs,7
20230721,Orioles vs Rays,3
20230721,Rockies vs Marlins,7
20230721,Padres vs Tigers,9
20230721,Royals vs Yankees,9
20230721,Giants vs Nationals,8
20230721,Diamondbacks vs Reds,15
20230721,Mets vs Red Sox,9
20230721,Phillies vs Guardians,11
20230721,Dodgers vs Rangers,16
20230721,Braves vs Brewers,10
20230721,White Sox vs Twins,13
20230721,Pirates vs Angels,13
20230721,Astros vs Athletics,10
20230721,Blue Jays vs Mariners,5
20230722,Mets vs Red Sox,9
20230722,Royals vs Yankees,7
20230722,Rockies vs Marlins,7
20230722,Cardinals vs Cubs,14
20230722,Dodgers vs Rangers,19
20230722,Diamondbacks vs Reds,6
20230722,Orioles vs Rays,11
20230722,Blue Jays vs Mariners,17
20230722,Padres vs Tigers,17
20230722,Giants vs Nationals,11
20230722,Mets vs Red Sox,14
20230722,Phillies vs Guardians,1
20230722,Braves vs Brewers,7
20230722,White Sox vs Twins,5
20230722,Astros vs Athletics,5
20230722,Pirates vs Angels,3
20230723,Padres vs Tigers,4
20230723,Royals vs Yankees,13
20230723,Giants vs Nationals,7
20230723,Diamondbacks vs Reds,10
20230723,Orioles vs Rays,8
20230723,Rockies vs Marlins,5
20230723,Phillies vs Guardians,13
20230723,Braves vs Brewers,6
20230723,White Sox vs Twins,9
20230723,Cardinals vs Cubs,9
20230723,Dodgers vs Rangers,12
20230723,Astros vs Athletics,5
20230723,Pirates vs Angels,12
20230723,Blue Jays vs Mariners,7
20230723,Mets vs Red Sox,7
20230724,Giants vs Tigers,6
20230724,Orioles vs Phillies,5
20230724,Rockies vs Nationals,16
20230724,Royals vs Guardians,8
20230724,Mariners vs Twins,7
20230724,Reds vs Brewers,5
20230724,Rangers vs Astros,19
20230724,Cardinals vs Diamondbacks,16
20230724,Pirates vs Padres,12
20230724,Blue Jays vs Dodgers,9
20230725,Angels vs Tigers,13
20230725,Orioles vs Phillies,7
20230725,Marlins vs Rays,5
20230725,Rockies vs Nationals,11
20230725,Mets vs Yankees,12
20230725,Braves vs Red Sox,8
20230725,Royals vs Guardians,6
20230725,Mariners vs Twins,16
20230725,Cubs vs White Sox,10
20230725,Reds vs Brewers,7
20230725,Rangers vs Astros,7
20230725,Cardinals vs Diamondbacks,4
20230725,Pirates vs Padres,6
20230725,Athletics vs Giants,3
20230725,Blue Jays vs Dodgers,15
20230726,Rockies vs Nationals,9
20230726,Marlins vs Rays,8
20230726,Royals vs Guardians,11
20230726,Mariners vs Twins,15
20230726,Reds vs Brewers,3
20230726,Cardinals vs Diamondbacks,18
20230726,Blue Jays vs Dodgers,9
20230726,Pirates vs Padres,5
20230726,Orioles vs Phillies,10
20230726,Braves vs Red Sox,8
20230726,Mets vs Yankees,4
20230726,Cubs vs White Sox,17
20230726,Rangers vs Astros,18
20230726,Athletics vs Giants,11
20230727,Angels vs Tigers,6
20230727,Angels vs Tigers,15
20230727,Nationals vs Mets,3
20230727,Cubs vs Cardinals,13
20230727,Guardians vs White Sox,9
20230728,Tigers vs Marlins,11
20230728,Yankees vs Orioles,1
20230728,Phillies vs Pirates,3
20230728,Angels vs Blue Jays,5
20230728,Guardians vs White Sox,3
20230728,Nationals vs Mets,6
20230728,Brewers vs Braves,17
20230728,Twins vs Royals,13
20230728,Rays vs Astros,7
20230728,Cubs vs Cardinals,5
20230728,Athletics vs Rockies,13
20230728,Mariners vs Diamondbacks,7
20230728,Rangers vs Padres,8
20230728,Reds vs Dodgers,11
20230728,Red Sox vs Giants,5
20230729,Angels vs Blue Jays,7
20230729,Tigers vs Marlins,5
20230729,Phillies vs Pirates,13
20230729,Guardians vs White Sox,9
20230729,Twins vs Royals,17
20230729,Nationals vs Mets,17
20230729,Red Sox vs Giants,5
20230729,Cubs vs Cardinals,6
20230729,Yankees vs Orioles,11
20230729,Rays vs Astros,21
20230729,Brewers vs Braves,16
20230729,Mariners vs Diamondbacks,7
20230729,Athletics vs Rockies,14
20230729,Rangers vs Padres,4
20230729,Reds vs Dodgers,5
20230730,Angels vs Blue Jays,5
20230730,Brewers vs Braves,14
20230730,Phillies vs Pirates,10
20230730,Tigers vs Marlins,14
20230730,Nationals vs Mets,7
20230730,Guardians vs White Sox,5
20230730,Twins vs Royals,3
20230730,Rays vs Astros,10
20230730,Cubs vs Cardinals,3
20230730,Athletics vs Rockies,2
20230730,Red Sox vs Giants,7
20230730,Reds vs Dodgers,9
20230730,Mariners vs Diamondbacks,4
20230730,Rangers vs Padres,8
20230730,Yankees vs Orioles,12
20230731,Phillies vs Marlins,6
20230731,Brewers vs Nationals,8
20230731,Rays vs Yankees,6
20230731,Orioles vs Blue Jays,6
20230731,Angels vs Braves,5
20230731,Reds vs Cubs,11
20230731,Guardians vs Astros,10
20230731,Padres vs Rockies,7
20230731,Red Sox vs Mariners,8
20230731,Diamondbacks vs Giants,7
20230801,Phillies vs Marlins,4
20230801,Brewers vs Nationals,10
20230801,Rays vs Yankees,7
20230801,Tigers vs Pirates,5
20230801,Orioles vs Blue Jays,16
20230801,Angels vs Braves,6
20230801,Twins vs Cardinals,5
20230801,White Sox vs Rangers,2
20230801,Reds vs Cubs,29
20230801,Guardians vs Astros,2
20230801,Mets vs Royals,13
20230801,Padres vs Rockies,13
20230801,Red Sox vs Mariners,10
20230801,Diamondbacks vs Giants,7
20230801,Athletics vs Dodgers,10
20230802,Angels vs Braves,17
20230802,Tigers vs Pirates,9
20230802,Brewers vs Nationals,5
20230802,Guardians vs Astros,5
20230802,Padres vs Rockies,12
20230802,Red Sox vs Mariners,9
20230802,Phillies vs Marlins,17
20230802,Rays vs Yankees,9
20230802,Orioles vs Blue Jays,5
20230802,Twins vs Cardinals,10
20230802,White Sox vs Rangers,12
20230802,Reds vs Cubs,22
20230802,Mets vs Royals,4
20230802,Diamondbacks vs Giants,6
20230802,Athletics vs Dodgers,11
20230803,Phillies vs Marlins,6
20230803,White Sox vs Rangers,8
20230803,Mets vs Royals,11
20230803,Orioles vs Blue Jays,7
20230803,Diamondbacks vs Giants,1
20230803,Astros vs Yankees,7
20230803,Pirates vs Brewers,15
20230803,Twins vs Cardinals,8
20230803,Reds vs Cubs,8
20230803,Mariners vs Angels,8
20230803,Athletics vs Dodgers,10
20230804,Braves vs Cubs,8
20230804,Rays vs Tigers,8
20230804,Nationals vs Reds,9
20230804,Astros vs Yankees,10
20230804,Royals vs Phillies,12
20230804,Mets vs Orioles,13
20230804,White Sox vs Guardians,6
20230804,Blue Jays vs Red Sox,10
20230804,Marlins vs Rangers,8
20230804,Diamondbacks vs Twins,5
20230804,Pirates vs Brewers,12
20230804,Rockies vs Cardinals,13
20230804,Mariners vs Angels,16
